CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Ct,Quarter,Year,Date_Leave
712838358,Existing Customer,40,F,Uneducated,Married,Less than $40K,Blue,31,5,2,3,"1438,3",0,84,none,2018,"none,2018"
712839633,Existing Customer,38,M,Post-Graduate,Single,$80K - $120K,Platinum,22,2,1,3,34516,1595,97,none,2018,"none,2018"
712839633,Existing Customer,38,M,Post-Graduate,Single,$80K - $120K,Platinum,34,2,1,3,34516,1158,107,none,2019,"none,2019"
712840608,Existing Customer,55,F,High School,Married,$40K - $60K,Blue,55,6,3,3,2736,983,88,none,2019,"none,2019"
712840608,Existing Customer,55,F,High School,Married,$40K - $60K,Blue,43,6,2,3,2736,993,85,none,2018,"none,2018"
712841883,Attrited Customer,50,M,College,Single,$80K - $120K,Platinum,36,3,3,2,34516,2517,66,Q3,2018,"Q3,2018"
712843983,Attrited Customer,60,F,College,Divorced,Less than $40K,Blue,36,3,3,4,1569,257,45,Q3,2018,"Q3,2018"
712845258,Existing Customer,43,M,Post-Graduate,Single,$80K - $120K,Platinum,45,5,1,2,34516,1236,73,none,2019,"none,2019"
712845258,Existing Customer,43,M,Post-Graduate,Single,$80K - $120K,Platinum,33,5,3,2,34516,1642,71,none,2018,"none,2018"
712846458,Existing Customer,45,M,College,Divorced,$60K - $80K,Silver,39,5,3,4,14290,1432,125,none,2018,"none,2018"
712846458,Attrited Customer,45,M,College,Divorced,$60K - $80K,Silver,51,5,3,4,14290,906,65,Q2,2019,"Q2,2019"
712847208,Existing Customer,47,F,Graduate,Divorced,$40K - $60K,Silver,36,5,2,3,5369,1854,50,none,2018,"none,2018"
712847208,Existing Customer,47,F,Graduate,Divorced,$40K - $60K,Silver,48,5,2,3,5369,1450,34,none,2019,"none,2019"
712849158,Attrited Customer,55,M,College,Married,$80K - $120K,Gold,44,4,3,3,19793,2488,44,Q1,2018,"Q1,2018"
712851108,Existing Customer,51,F,College,Married,$60K - $80K,Gold,31,5,1,5,15340,2331,51,none,2018,"none,2018"
712851108,Existing Customer,51,F,College,Married,$60K - $80K,Gold,43,5,0,5,15340,677,108,none,2019,"none,2019"
712852233,Existing Customer,64,F,Graduate,Single,$40K - $60K,Silver,65,5,0,4,6663,1357,91,none,2019,"none,2019"
712852233,Existing Customer,64,F,Graduate,Single,$40K - $60K,Silver,53,5,3,4,6663,765,78,none,2018,"none,2018"
712853358,Attrited Customer,39,F,High School,Married,Less than $40K,Blue,36,2,3,2,1817,0,44,Q3,2018,"Q3,2018"
712854633,Existing Customer,49,F,College,Single,$40K - $60K,Silver,39,4,1,3,11320,0,57,none,2018,"none,2018"
712854633,Attrited Customer,49,F,College,Single,$40K - $60K,Silver,51,4,6,3,11320,920,53,Q3,2019,"Q3,2019"
712855683,Existing Customer,50,F,College,Married,$40K - $60K,Blue,48,1,2,2,3350,1173,37,none,2019,"none,2019"
712855683,Existing Customer,50,F,College,Married,$40K - $60K,Blue,36,1,2,2,3350,1335,89,none,2018,"none,2018"
712860858,Existing Customer,56,F,College,Married,$40K - $60K,Silver,45,5,1,3,5264,0,70,none,2018,"none,2018"
712860858,Attrited Customer,56,F,College,Married,$40K - $60K,Silver,57,5,0,3,5264,1419,69,Q2,2019,"Q2,2019"
712863183,Existing Customer,46,F,Graduate,Married,$40K - $60K,Silver,38,2,3,3,10018,829,114,none,2018,"none,2018"
712863183,Existing Customer,46,F,Graduate,Married,$40K - $60K,Silver,50,2,1,3,10018,243,15,none,2019,"none,2019"
712864683,Attrited Customer,60,F,High School,Married,Less than $40K,Blue,30,2,3,3,"1438,3",0,37,Q2,2018,"Q2,2018"
712865583,Existing Customer,57,F,College,Divorced,$40K - $60K,Blue,49,4,2,2,3301,2517,69,none,2018,"none,2018"
712865583,Attrited Customer,57,F,College,Divorced,$40K - $60K,Blue,61,4,3,2,3301,476,110,Q1,2019,"Q1,2019"
712866933,Existing Customer,51,M,Graduate,Married,$60K - $80K,Silver,32,6,3,4,10824,0,73,none,2018,"none,2018"
712866933,Existing Customer,51,M,Graduate,Married,$60K - $80K,Silver,44,6,3,4,10824,951,62,none,2019,"none,2019"
712867983,Existing Customer,54,F,High School,Single,Less than $40K,Blue,55,6,5,4,3006,739,119,none,2019,"none,2019"
712867983,Existing Customer,54,F,High School,Single,Less than $40K,Blue,43,6,1,4,3006,633,66,none,2018,"none,2018"
712868733,Existing Customer,60,M,High School,Married,$40K - $60K,Blue,52,5,1,2,2595,2189,27,none,2018,"none,2018"
712868733,Attrited Customer,60,M,High School,Married,$40K - $60K,Blue,64,5,1,2,2595,554,43,Q2,2019,"Q2,2019"
712869783,Attrited Customer,56,F,Graduate,Married,Less than $40K,Blue,48,5,2,2,4255,554,85,Q2,2019,"Q2,2019"
712869783,Existing Customer,56,F,Graduate,Married,Less than $40K,Blue,36,5,5,2,4255,0,79,none,2018,"none,2018"
712872183,Existing Customer,35,F,High School,Married,$40K - $60K,Blue,24,4,2,2,3271,1367,92,none,2018,"none,2018"
712872183,Existing Customer,35,F,High School,Married,$40K - $60K,Blue,36,4,4,2,3271,521,15,none,2019,"none,2019"
712874433,Existing Customer,30,M,College,Single,Less than $40K,Blue,36,2,1,0,2326,642,90,none,2018,"none,2018"
712874433,Existing Customer,30,M,College,Single,Less than $40K,Blue,48,2,1,0,2326,830,78,none,2019,"none,2019"
712876233,Existing Customer,53,M,Graduate,Married,$60K - $80K,Silver,36,5,3,2,5272,1515,33,none,2018,"none,2018"
712876233,Existing Customer,53,M,Graduate,Married,$60K - $80K,Silver,48,5,0,2,5272,336,105,none,2019,"none,2019"
712877733,Existing Customer,48,M,Graduate,Married,$60K - $80K,Silver,42,6,3,3,12882,1402,84,none,2018,"none,2018"
712877733,Existing Customer,48,M,Graduate,Married,$60K - $80K,Silver,54,6,2,3,12882,1371,62,none,2019,"none,2019"
712879158,Existing Customer,49,M,High School,Married,$60K - $80K,Silver,36,2,2,3,6224,2201,70,none,2018,"none,2018"
712879158,Existing Customer,49,M,High School,Married,$60K - $80K,Silver,48,2,4,3,6224,762,55,none,2019,"none,2019"
712880283,Existing Customer,46,M,College,Married,$40K - $60K,Blue,22,3,3,0,4048,1113,45,none,2018,"none,2018"
712880283,Existing Customer,33,M,College,Married,$40K - $60K,Blue,34,3,3,0,4048,1374,107,none,2019,"none,2019"
712881483,Existing Customer,55,M,College,Married,$60K - $80K,Silver,45,5,3,3,9959,1890,45,none,2018,"none,2018"
712881483,Existing Customer,55,M,College,Married,$60K - $80K,Silver,57,5,0,3,9959,1433,99,none,2019,"none,2019"
712884408,Existing Customer,43,F,Graduate,Single,$40K - $60K,Silver,30,3,2,0,5700,1904,95,none,2018,"none,2018"
712884408,Existing Customer,43,F,Graduate,Single,$40K - $60K,Silver,42,3,2,0,5700,789,20,none,2019,"none,2019"
712885533,Existing Customer,50,M,Graduate,Married,$60K - $80K,Silver,31,6,3,2,11882,1472,62,none,2018,"none,2018"
712885533,Existing Customer,50,M,Graduate,Married,$60K - $80K,Silver,43,6,2,2,11882,292,21,none,2019,"none,2019"
712886733,Existing Customer,44,F,Graduate,Married,Less than $40K,Blue,44,3,5,3,1780,1056,26,none,2019,"none,2019"
712886733,Existing Customer,44,F,Graduate,Married,Less than $40K,Blue,32,3,3,3,1780,1338,87,none,2018,"none,2018"
712887633,Existing Customer,39,M,Graduate,Single,$80K - $120K,Gold,36,5,3,3,25008,876,43,none,2018,"none,2018"
712887633,Attrited Customer,39,M,Graduate,Single,$80K - $120K,Gold,48,5,3,3,25008,749,74,Q2,2019,"Q2,2019"
712890408,Existing Customer,45,M,High School,Married,$40K - $60K,Blue,48,5,2,2,2221,1038,63,none,2019,"none,2019"
712890408,Existing Customer,45,M,High School,Married,$40K - $60K,Blue,36,5,3,2,2221,1343,30,none,2018,"none,2018"
712891833,Existing Customer,45,F,Graduate,Married,$40K - $60K,Blue,48,3,0,1,2723,1499,80,none,2019,"none,2019"
712891833,Existing Customer,45,F,Graduate,Married,$40K - $60K,Blue,36,3,1,1,2723,1902,84,none,2018,"none,2018"
712894308,Existing Customer,47,M,High School,Married,Less than $40K,Blue,49,5,1,3,2888,889,102,none,2019,"none,2019"
712894308,Existing Customer,47,M,High School,Married,Less than $40K,Blue,37,5,3,3,2888,0,75,none,2018,"none,2018"
712895733,Attrited Customer,60,M,Post-Graduate,Single,$80K - $120K,Platinum,36,6,3,2,34516,572,81,Q4,2018,"Q4,2018"
712899333,Existing Customer,47,F,College,Married,Less than $40K,Blue,49,6,0,2,4256,289,50,none,2019,"none,2019"
712899333,Existing Customer,47,F,College,Married,Less than $40K,Blue,37,6,2,2,4256,1084,29,none,2018,"none,2018"
712900308,Attrited Customer,44,F,College,Single,Less than $40K,Blue,34,4,3,3,1751,0,37,Q3,2018,"Q3,2018"
712901283,Attrited Customer,53,F,Graduate,Single,$40K - $60K,Blue,36,2,3,2,2121,0,32,Q2,2018,"Q2,2018"
712902483,Existing Customer,35,M,High School,Married,$40K - $60K,Blue,24,3,2,2,2066,1699,43,none,2018,"none,2018"
712902483,Existing Customer,35,M,High School,Married,$40K - $60K,Blue,36,3,2,2,2066,1376,23,none,2019,"none,2019"
712905708,Existing Customer,53,F,Graduate,Married,$40K - $60K,Blue,51,5,5,4,2590,857,91,none,2019,"none,2019"
712905708,Existing Customer,53,F,Graduate,Married,$40K - $60K,Blue,39,5,2,4,2590,1564,40,none,2018,"none,2018"
712912233,Existing Customer,50,F,College,Divorced,$40K - $60K,Blue,48,3,4,1,3468,470,62,none,2019,"none,2019"
712912233,Existing Customer,50,F,College,Divorced,$40K - $60K,Blue,36,3,4,1,3468,2221,122,none,2018,"none,2018"
712914783,Existing Customer,43,M,College,Married,$40K - $60K,Silver,31,4,1,2,7564,0,82,none,2018,"none,2018"
712914783,Existing Customer,43,M,College,Married,$40K - $60K,Silver,43,4,4,2,7564,733,93,none,2019,"none,2019"
712916958,Attrited Customer,55,F,College,Married,$40K - $60K,Silver,36,5,3,2,12494,0,69,Q4,2018,"Q4,2018"
712918083,Existing Customer,44,F,High School,Single,$40K - $60K,Blue,33,1,3,1,2211,768,88,none,2018,"none,2018"
712918083,Existing Customer,44,F,High School,Single,$40K - $60K,Blue,45,1,5,1,2211,818,110,none,2019,"none,2019"
712920633,Existing Customer,49,F,High School,Married,Less than $40K,Blue,47,4,1,1,2000,1061,84,none,2019,"none,2019"
712920633,Existing Customer,49,F,High School,Married,Less than $40K,Blue,35,4,1,1,"1438,3",0,79,none,2018,"none,2018"
712924383,Attrited Customer,55,M,Graduate,Single,$60K - $80K,Silver,36,3,2,2,8411,979,22,Q3,2018,"Q3,2018"
712925808,Attrited Customer,51,F,College,Married,$40K - $60K,Blue,36,2,3,2,2710,0,60,Q3,2018,"Q3,2018"
712927383,Attrited Customer,51,F,Uneducated,Single,Less than $40K,Blue,36,3,3,3,"1438,3",642,49,Q2,2018,"Q2,2018"
712931733,Existing Customer,49,F,Graduate,Married,$40K - $60K,Blue,48,1,3,3,2636,1083,80,none,2019,"none,2019"
712931733,Existing Customer,49,F,Graduate,Married,$40K - $60K,Blue,36,1,1,3,2636,1257,82,none,2018,"none,2018"
712933083,Existing Customer,37,M,High School,Single,Less than $40K,Blue,48,6,1,2,3127,941,80,none,2019,"none,2019"
712933083,Existing Customer,37,M,High School,Single,Less than $40K,Blue,36,6,1,2,3127,2378,49,none,2018,"none,2018"
712934583,Existing Customer,44,F,Graduate,Married,$40K - $60K,Silver,36,6,3,0,11879,0,62,none,2018,"none,2018"
712934583,Existing Customer,44,F,Graduate,Married,$40K - $60K,Silver,48,6,5,0,11879,910,95,none,2019,"none,2019"
712936908,Existing Customer,36,M,Graduate,Single,$60K - $80K,Silver,36,3,1,1,11684,1786,88,none,2018,"none,2018"
712936908,Existing Customer,36,M,Graduate,Single,$60K - $80K,Silver,48,3,4,1,11684,534,40,none,2019,"none,2019"
712938258,Existing Customer,45,M,Graduate,Single,$40K - $60K,Silver,32,2,1,3,12695,1613,94,none,2018,"none,2018"
712938258,Existing Customer,45,M,Graduate,Single,$40K - $60K,Silver,44,2,5,3,12695,1005,39,none,2019,"none,2019"
712939533,Existing Customer,43,M,Graduate,Married,$60K - $80K,Gold,35,4,3,0,21585,986,70,none,2018,"none,2018"
712939533,Existing Customer,43,M,Graduate,Married,$60K - $80K,Gold,47,4,2,0,21585,1369,43,none,2019,"none,2019"
712940508,Existing Customer,39,M,Graduate,Single,$40K - $60K,Silver,24,3,1,4,4562,1721,50,none,2018,"none,2018"
712940508,Existing Customer,39,M,Graduate,Single,$40K - $60K,Silver,36,3,5,4,4562,424,43,none,2019,"none,2019"
712941483,Attrited Customer,51,F,College,Married,$40K - $60K,Blue,43,1,3,3,3735,0,61,Q4,2018,"Q4,2018"
712942308,Existing Customer,42,M,Graduate,Single,$60K - $80K,Silver,36,6,1,3,11535,1527,67,none,2018,"none,2018"
712942308,Existing Customer,42,M,Graduate,Single,$60K - $80K,Silver,48,6,3,3,11535,1455,53,none,2019,"none,2019"
712943508,Existing Customer,48,F,Graduate,Married,$40K - $60K,Silver,48,5,4,0,6921,282,73,none,2019,"none,2019"
712943508,Existing Customer,48,F,Graduate,Married,$40K - $60K,Silver,36,5,3,0,6921,1023,79,none,2018,"none,2018"
712947333,Attrited Customer,54,F,College,Married,Less than $40K,Silver,43,3,3,0,5139,0,44,Q2,2018,"Q2,2018"
712948383,Existing Customer,48,M,Post-Graduate,Married,$80K - $120K,Platinum,36,1,6,1,34516,0,100,none,2018,"none,2018"
712948383,Existing Customer,48,M,Post-Graduate,Married,$80K - $120K,Platinum,48,1,2,1,34516,390,90,none,2019,"none,2019"
712949733,Existing Customer,46,M,High School,Married,$40K - $60K,Silver,37,3,2,3,6340,1985,61,none,2018,"none,2018"
712949733,Existing Customer,46,M,High School,Married,$40K - $60K,Silver,49,3,4,3,6340,1286,14,none,2019,"none,2019"
712950783,Attrited Customer,39,F,High School,Married,$40K - $60K,Blue,38,3,2,3,2732,0,16,Q2,2018,"Q2,2018"
712952283,Existing Customer,50,M,Graduate,Single,$120K +,Platinum,35,1,1,2,34516,1638,121,none,2018,"none,2018"
712952283,Existing Customer,50,M,Graduate,Single,$120K +,Platinum,47,1,4,2,34516,732,84,none,2019,"none,2019"
712953483,Attrited Customer,64,F,Graduate,Single,Less than $40K,Blue,36,1,3,4,1682,0,39,Q2,2018,"Q2,2018"
712955433,Existing Customer,49,F,College,Married,$40K - $60K,Blue,28,1,5,2,4370,1419,41,none,2019,"none,2019"
712955433,Existing Customer,33,F,College,Married,$40K - $60K,Blue,16,1,2,2,4370,1222,90,none,2018,"none,2018"
712960308,Existing Customer,33,F,High School,Single,$40K - $60K,Silver,36,4,1,1,8070,2350,61,none,2018,"none,2018"
712960308,Existing Customer,33,F,High School,Single,$40K - $60K,Silver,48,4,3,1,8070,611,47,none,2019,"none,2019"
712961658,Existing Customer,45,F,High School,Married,$40K - $60K,Blue,32,1,1,1,3335,2238,78,none,2018,"none,2018"
712961658,Existing Customer,45,F,High School,Married,$40K - $60K,Blue,44,1,1,1,3335,628,49,none,2019,"none,2019"
712965183,Existing Customer,63,F,Graduate,Married,$40K - $60K,Blue,52,5,2,3,2689,2101,35,none,2018,"none,2018"
712965183,Attrited Customer,63,F,Graduate,Married,$40K - $60K,Blue,64,5,6,3,2689,1249,67,Q4,2019,"Q4,2019"
712966458,Existing Customer,51,M,Graduate,Married,$60K - $80K,Silver,36,3,2,3,8065,0,115,none,2018,"none,2018"
712966458,Existing Customer,51,M,Graduate,Married,$60K - $80K,Silver,48,3,0,3,8065,428,80,none,2019,"none,2019"
712967508,Existing Customer,47,M,College,Divorced,$40K - $60K,Blue,36,4,1,2,2572,1093,86,none,2018,"none,2018"
712967508,Existing Customer,47,M,College,Divorced,$40K - $60K,Blue,48,4,4,2,2572,1214,29,none,2019,"none,2019"
712968708,Existing Customer,55,F,High School,Single,Less than $40K,Blue,59,2,0,1,2343,711,23,none,2019,"none,2019"
712968708,Existing Customer,55,F,High School,Single,Less than $40K,Blue,47,2,3,1,2343,1780,78,none,2018,"none,2018"
712971708,Existing Customer,43,F,College,Married,Less than $40K,Blue,38,6,1,3,3139,480,40,none,2019,"none,2019"
712971708,Existing Customer,43,F,College,Married,Less than $40K,Blue,26,6,0,3,3139,1089,80,none,2018,"none,2018"
712973733,Existing Customer,58,M,Graduate,Married,$60K - $80K,Silver,36,3,2,2,14607,1480,38,none,2018,"none,2018"
712973733,Existing Customer,58,M,Graduate,Married,$60K - $80K,Silver,48,3,0,2,14607,1117,59,none,2019,"none,2019"
712974558,Existing Customer,56,F,College,Single,$40K - $60K,Silver,55,1,3,1,5254,666,47,none,2019,"none,2019"
712974558,Existing Customer,56,F,College,Single,$40K - $60K,Silver,43,1,3,1,5254,0,89,none,2018,"none,2018"
712977183,Existing Customer,57,F,College,Married,$60K - $80K,Gold,36,6,3,0,19482,1072,22,none,2018,"none,2018"
712977183,Existing Customer,57,F,College,Married,$60K - $80K,Gold,48,6,2,0,19482,1445,122,none,2019,"none,2019"
712979133,Attrited Customer,55,M,Graduate,Married,$80K - $120K,Gold,41,2,2,2,27560,900,10,Q3,2018,"Q3,2018"
712980333,Existing Customer,33,M,Graduate,Divorced,$60K - $80K,Gold,36,6,3,3,24149,1848,66,none,2018,"none,2018"
712980333,Existing Customer,33,M,Graduate,Divorced,$60K - $80K,Gold,48,6,6,3,24149,899,69,none,2019,"none,2019"
712981383,Existing Customer,44,F,College,Married,$40K - $60K,Silver,37,3,2,2,10790,1930,16,none,2018,"none,2018"
712981383,Existing Customer,44,F,College,Married,$40K - $60K,Silver,49,3,3,2,10790,1142,117,none,2019,"none,2019"
712982808,Attrited Customer,47,M,High School,Divorced,Less than $40K,Blue,32,1,3,3,"1438,3",0,42,Q2,2018,"Q2,2018"
712984983,Existing Customer,43,F,Uneducated,Married,Less than $40K,Blue,42,1,5,2,2248,459,79,none,2019,"none,2019"
712984983,Existing Customer,43,F,Uneducated,Married,Less than $40K,Blue,30,1,3,2,2248,1853,101,none,2018,"none,2018"
712986483,Existing Customer,32,M,College,Married,$80K - $120K,Gold,36,3,5,2,15412,0,73,none,2018,"none,2018"
712986483,Existing Customer,32,M,College,Married,$80K - $120K,Gold,48,3,1,2,15412,1353,75,none,2019,"none,2019"
712987608,Existing Customer,51,F,High School,Single,Less than $40K,Blue,52,3,4,3,2000,806,49,none,2019,"none,2019"
712987608,Existing Customer,51,F,High School,Single,Less than $40K,Blue,40,3,3,3,"1438,3",1153,84,none,2018,"none,2018"
712988958,Existing Customer,42,M,Graduate,Married,$40K - $60K,Blue,33,5,2,0,2021,1731,62,none,2018,"none,2018"
712988958,Existing Customer,42,M,Graduate,Married,$40K - $60K,Blue,45,5,1,0,2021,509,81,none,2019,"none,2019"
712990458,Existing Customer,44,F,Graduate,Married,$80K - $120K,Gold,34,2,2,1,31699,1976,113,none,2018,"none,2018"
712990458,Existing Customer,44,F,Graduate,Married,$80K - $120K,Gold,46,2,6,1,31699,978,48,none,2019,"none,2019"
712991808,Existing Customer,53,M,Uneducated,Married,Less than $40K,Blue,60,2,6,1,2451,565,78,none,2019,"none,2019"
712991808,Existing Customer,53,M,Uneducated,Married,Less than $40K,Blue,48,2,5,1,2451,1690,26,none,2018,"none,2018"
712993008,Existing Customer,44,F,College,Single,$40K - $60K,Blue,48,4,3,1,3819,1882,68,none,2018,"none,2018"
712993008,Attrited Customer,44,F,College,Single,$40K - $60K,Blue,60,4,4,1,3819,727,81,Q3,2019,"Q3,2019"
712996833,Existing Customer,40,F,Uneducated,Married,Less than $40K,Blue,45,4,0,2,2392,1193,92,none,2019,"none,2019"
712996833,Existing Customer,40,F,Uneducated,Married,Less than $40K,Blue,33,4,2,2,2392,1129,86,none,2018,"none,2018"
712998033,Attrited Customer,55,M,Graduate,Married,$60K - $80K,Silver,36,3,2,2,7361,0,44,Q4,2018,"Q4,2018"
712999008,Existing Customer,40,F,Graduate,Married,$40K - $60K,Blue,45,3,0,1,2628,636,43,none,2019,"none,2019"
712999008,Existing Customer,40,F,Graduate,Married,$40K - $60K,Blue,33,3,1,1,2628,1771,72,none,2018,"none,2018"
713000058,Existing Customer,51,F,Graduate,Married,$60K - $80K,Gold,44,4,2,3,16406,0,75,none,2018,"none,2018"
713000058,Existing Customer,51,F,Graduate,Married,$60K - $80K,Gold,56,4,4,3,16406,1090,51,none,2019,"none,2019"
713003358,Attrited Customer,60,M,Graduate,Married,$80K - $120K,Gold,30,2,2,2,29338,159,40,Q2,2018,"Q2,2018"
713004933,Attrited Customer,60,M,High School,Married,$60K - $80K,Silver,27,3,2,1,6813,2332,51,Q3,2018,"Q3,2018"
713005908,Existing Customer,47,F,Graduate,Married,Less than $40K,Blue,48,5,6,3,2255,1286,112,none,2019,"none,2019"
713005908,Existing Customer,47,F,Graduate,Married,Less than $40K,Blue,36,5,2,3,2255,1733,83,none,2018,"none,2018"
713008308,Existing Customer,59,F,College,Married,$40K - $60K,Silver,47,5,3,2,7692,1678,42,none,2018,"none,2018"
713008308,Existing Customer,59,F,College,Married,$40K - $60K,Silver,59,5,4,2,7692,1325,105,none,2019,"none,2019"
713009208,Existing Customer,54,F,Graduate,Married,$40K - $60K,Blue,44,3,2,3,2077,1634,66,none,2018,"none,2018"
713009208,Existing Customer,54,F,Graduate,Married,$40K - $60K,Blue,56,3,0,3,2077,783,49,none,2019,"none,2019"
713010483,Existing Customer,43,F,Graduate,Married,Less than $40K,Blue,48,6,0,3,2936,729,28,none,2019,"none,2019"
713010483,Existing Customer,43,F,Graduate,Married,Less than $40K,Blue,36,6,1,3,2936,2379,57,none,2018,"none,2018"
713011683,Attrited Customer,55,F,College,Married,$40K - $60K,Silver,24,4,2,4,11239,0,43,Q4,2018,"Q4,2018"
713013483,Existing Customer,40,F,Graduate,Divorced,Less than $40K,Blue,48,5,1,3,2000,935,80,none,2019,"none,2019"
713013483,Existing Customer,40,F,Graduate,Divorced,Less than $40K,Blue,36,5,3,3,"1438,3",915,58,none,2018,"none,2018"
713014533,Existing Customer,54,F,Graduate,Single,$40K - $60K,Silver,43,6,3,4,5632,1596,64,none,2018,"none,2018"
713014533,Attrited Customer,54,F,Graduate,Single,$40K - $60K,Silver,55,6,6,4,5632,1367,18,Q3,2019,"Q3,2019"
713015433,Existing Customer,53,F,College,Married,Less than $40K,Blue,36,2,4,3,2407,1102,71,none,2018,"none,2018"
713015433,Existing Customer,49,F,College,Married,Less than $40K,Blue,48,2,3,3,2407,1288,108,none,2019,"none,2019"
713016633,Existing Customer,47,M,High School,Married,$60K - $80K,Silver,36,4,3,2,5344,1582,36,none,2018,"none,2018"
713016633,Existing Customer,47,M,High School,Married,$60K - $80K,Silver,48,4,5,2,5344,676,35,none,2019,"none,2019"
713017758,Existing Customer,47,F,Uneducated,Single,Less than $40K,Blue,44,6,1,2,1636,402,90,none,2019,"none,2019"
713017758,Existing Customer,47,F,Uneducated,Single,Less than $40K,Blue,32,6,2,2,1636,1135,85,none,2018,"none,2018"
713019783,Attrited Customer,41,F,High School,Married,$40K - $60K,Blue,47,3,1,3,2644,1382,71,Q2,2019,"Q2,2019"
713019783,Existing Customer,41,F,High School,Married,$40K - $60K,Blue,35,3,3,3,2644,1794,72,none,2018,"none,2018"
713021208,Attrited Customer,55,F,Doctorate,Single,$80K - $120K,Platinum,36,2,3,3,34516,0,40,Q4,2018,"Q4,2018"
713023158,Existing Customer,39,F,College,Married,Less than $40K,Blue,43,3,6,2,2901,1344,71,none,2019,"none,2019"
713023158,Existing Customer,39,F,College,Married,Less than $40K,Blue,31,3,1,2,2901,2143,78,none,2018,"none,2018"
713025558,Attrited Customer,53,F,Uneducated,Single,Less than $40K,Blue,38,3,2,3,"1438,3",0,47,Q1,2018,"Q1,2018"
713027058,Attrited Customer,46,F,High School,Married,Less than $40K,Blue,36,2,2,3,2292,0,31,Q4,2018,"Q4,2018"
713029683,Attrited Customer,64,M,Graduate,Single,Less than $40K,Blue,48,5,3,1,1873,968,96,Q2,2019,"Q2,2019"
713029683,Existing Customer,64,M,Graduate,Single,Less than $40K,Blue,36,5,4,1,1873,468,82,none,2018,"none,2018"
713030958,Existing Customer,57,F,College,Married,Less than $40K,Blue,56,6,6,2,3914,880,52,none,2019,"none,2019"
713030958,Existing Customer,57,F,College,Married,Less than $40K,Blue,44,6,3,2,3914,0,54,none,2018,"none,2018"
713032233,Existing Customer,53,F,Graduate,Single,$40K - $60K,Blue,36,5,1,4,2708,2271,83,none,2018,"none,2018"
713032233,Existing Customer,53,F,Graduate,Single,$40K - $60K,Blue,48,5,5,4,2708,1379,69,none,2019,"none,2019"
713036208,Existing Customer,46,M,Graduate,Married,$40K - $60K,Silver,27,2,2,2,6903,2091,107,none,2018,"none,2018"
713036208,Existing Customer,46,M,Graduate,Married,$40K - $60K,Silver,39,2,2,2,6903,312,13,none,2019,"none,2019"
713037333,Existing Customer,63,M,Graduate,Single,$80K - $120K,Gold,55,6,1,2,21430,0,57,none,2018,"none,2018"
713037333,Existing Customer,63,M,Graduate,Single,$80K - $120K,Gold,67,6,1,2,21430,297,91,none,2019,"none,2019"
713039808,Attrited Customer,45,M,College,Married,$40K - $60K,Silver,44,3,6,1,6637,1277,19,Q3,2019,"Q3,2019"
713039808,Existing Customer,45,M,College,Married,$40K - $60K,Silver,32,3,2,1,6637,0,48,none,2018,"none,2018"
713041683,Attrited Customer,55,M,Graduate,Divorced,$60K - $80K,Silver,36,3,2,4,4697,0,34,Q1,2018,"Q1,2018"
713043183,Existing Customer,61,M,High School,Single,$40K - $60K,Blue,48,3,2,4,2572,1969,84,none,2018,"none,2018"
713043183,Existing Customer,61,M,High School,Single,$40K - $60K,Blue,60,3,0,4,2572,607,116,none,2019,"none,2019"
713047608,Attrited Customer,60,F,High School,Married,Less than $40K,Blue,36,6,1,3,2387,2013,41,Q2,2018,"Q2,2018"
713048733,Existing Customer,50,M,Post-Graduate,Single,$120K +,Platinum,40,3,1,1,34516,1871,75,none,2018,"none,2018"
713048733,Existing Customer,50,M,Post-Graduate,Single,$120K +,Platinum,52,3,5,1,34516,623,30,none,2019,"none,2019"
713049933,Existing Customer,47,F,Graduate,Married,$40K - $60K,Silver,36,5,2,2,5756,0,44,none,2018,"none,2018"
713049933,Existing Customer,48,F,Graduate,Married,$40K - $60K,Silver,48,5,6,2,5756,990,25,none,2019,"none,2019"
713053383,Attrited Customer,60,M,Graduate,Single,$80K - $120K,Platinum,36,1,1,3,34516,781,12,Q2,2018,"Q2,2018"
713056083,Existing Customer,52,M,Graduate,Single,$120K +,Platinum,46,4,2,4,34516,0,87,none,2018,"none,2018"
713056083,Existing Customer,52,M,Graduate,Single,$120K +,Platinum,58,4,4,4,34516,806,113,none,2019,"none,2019"
713057658,Existing Customer,53,F,College,Divorced,Less than $40K,Blue,48,5,1,4,3968,1323,33,none,2019,"none,2019"
713057658,Existing Customer,49,F,College,Divorced,Less than $40K,Blue,36,5,1,4,3968,935,72,none,2018,"none,2018"
713058858,Attrited Customer,54,F,Graduate,Single,Less than $40K,Blue,46,5,3,2,1695,913,48,Q2,2018,"Q2,2018"
713060283,Existing Customer,43,F,Graduate,Married,$40K - $60K,Silver,34,5,1,3,7135,1164,81,none,2018,"none,2018"
713060283,Existing Customer,43,F,Graduate,Married,$40K - $60K,Silver,46,5,5,3,7135,1202,53,none,2019,"none,2019"
713061558,Existing Customer,44,M,Graduate,Married,$40K - $60K,Blue,36,3,1,2,4010,1247,24,none,2018,"none,2018"
713061558,Existing Customer,44,M,Graduate,Married,$40K - $60K,Blue,48,3,4,2,4010,1338,37,none,2019,"none,2019"
